Order	Family	Genus	Binomial	Age.at.Sexual.Maturity	Litter.per.year	Litter.Size	Max.Longevity..Days.	Adult.Body.Mass..g.	Age.at.first.Reproduciton
Rodentia	Capromyidae	Geocapromys	Geocapromys thoracatus	365	2	1.8	4927.5	1500	485
Rodentia	Geomyidae	Geomys	Geomys arenarius	91.9	1	4.71	4380	206	119.584
Rodentia	Geomyidae	Geomys	Geomys bursarius	80.79	1	2.64	31536	154	127.55
Rodentia	Geomyidae	Geomys	Geomys pinetis	156.86	2	1.68	30.41666655	201	209.025
Rodentia	Bathyergidae	Georychus	Georychus capensis	304.09	2	5.94	13140	189	304
Rodentia	Muridae	Gerbillus	Gerbillus floweri	75.575	5	3.3	2993	39.9	100.29
Rodentia	Muridae	Gerbillus	Gerbillus hesperinus	75.575	5	3.3	2993	39.9	100.29
Rodentia	Muridae	Gerbillus	Gerbillus pyramidum	67.06	5	3.3	35916	42.8	99.72
Rodentia	Muridae	Gerbillus	Gerbillus simoni	81.6	3.13	4.67	730	17.4	152.08
Rodentia	Muridae	Gerbillus	Gerbillus tarabuli	75.745	5	3.385	2993	39.9	100.63
Rodentia	Sciuridae	Glaucomys	Glaucomys sabrinus	283.93	1	3.46	56940	138	375.63
Rodentia	Sciuridae	Glaucomys	Glaucomys volans	283.93	2	3	52560	72	375.375
Rodentia	Myoxidae	Glirulus	Glirulus japonicus	157.26	1.5	3.99	2555	47.4	175.72
Rodentia	Muridae	Grammomys	Grammomys buntingi	73.046	3.46	3	1612.083333	43.7	97.046
Rodentia	Muridae	Grammomys	Grammomys cometes	73.046	2.75	2.86	1612.083333	45	97.046
Rodentia	Muridae	Grammomys	Grammomys dolichurus	72.18	3.46	2.95	19272	42.5	107.045
Rodentia	Bathyergidae	Heterocephalus	Heterocephalus glaber	228	4.5	11.3	43800	39.4	298
Rodentia	Heteromyidae	Heteromys	Heteromys desmarestianus	203.25	3	3.17	304.1666665	72.5	262.665
Rodentia	Muridae	Hydromys	Hydromys chrysogaster	122.01	2.5	3.54	27010	626	158
Rodentia	Hystricidae	Hystrix	Hystrix africaeaustralis	380.2	1.5	2	87600	14900	532.195
Rodentia	Dipodidae	Jaculus	Jaculus jaculus	252.66	1.5	3.24	26280	59.8	304.16
Rodentia	Caviidae	Kerodon	Kerodon rupestris	91.29	5	1.52	48180	800	156
Rodentia	Chinchillidae	Lagidium	Lagidium viscacia	202.08	2	1.41	7117.5	1540	342.08
Rodentia	Chinchillidae	Lagostomus	Lagostomus maximus	243.49	1.25	1.93	41172	4660	365
Rodentia	Muridae	Lagurus	Lagurus lagurus	35.39	5.25	3.29	1396.125	20.6	54.5
Rodentia	Muridae	Lemmus	Lemmus amurensis	50.56	3.25	5.769375	608.3333335	60	71.583
Rodentia	Muridae	Lemmus	Lemmus lemmus	20.25	3.5	5.14	8760	67.6	39
Rodentia	Muridae	Lemmus	Lemmus sibiricus	42.66	3.5	6.4	608.3333335	63.3	71.583
Rodentia	Muridae	Lemniscomys	Lemniscomys striatus	70.83	1.5	4.65	10950	43.7	106.435
Rodentia	Muridae	Malacothrix	Malacothrix typica	55.57	1	4.04	909.4583335	17	111
Rodentia	Sciuridae	Marmota	Marmota baibacina	821.54	1	5.99	6570	3500	953.08
Rodentia	Sciuridae	Marmota	Marmota bobak	1050.52	1	5.49	65700	7300	1209.283
Rodentia	Sciuridae	Marmota	Marmota broweri	868.102	0.75	4.635	4401.291665	3180	898.102
Rodentia	Sciuridae	Marmota	Marmota caligata	696.83	0.5	4.49	4401.291665	2250	857.19
Rodentia	Sciuridae	Marmota	Marmota camtschatica	799.051	1	5	6570	3500	903.102
Rodentia	Sciuridae	Marmota	Marmota caudata	807.96	1	3.66	212.9166665	4350	939.83
Rodentia	Sciuridae	Marmota	Marmota flaviventris	698.59	1	4.65	35040	3710	730
Rodentia	Sciuridae	Marmota	Marmota himalayana	1168.613	1	5.39	5475	6600	1209.283
Rodentia	Sciuridae	Marmota	Marmota marmota	700.35	1	4.24	78840	4060	862.8
Rodentia	Sciuridae	Marmota	Marmota menzbieri	822.48	1	2.73	65700	2943.025	943.94
Rodentia	Sciuridae	Marmota	Marmota monax	349.29	1	4.1	43800	3880	445.59
Rodentia	Sciuridae	Marmota	Marmota sibirica	700.35	1	4.49	5475	8000	1136.696
Rodentia	Sciuridae	Marmota	Marmota vancouverensis	1050.52	0.5	3.59	4416.5	5240	1216
Rodentia	Muridae	Mastomys	Mastomys erythroleucus	75.59	3.56	10.99	1487.375	64.1	134.419
Rodentia	Muridae	Mastomys	Mastomys natalensis	60.09	2	8.595	1061.541667	56.1	88.1
Rodentia	Muridae	Melomys	Melomys obiensis	113.889	3.75	5.88	1533	71	138.764
Rodentia	Muridae	Meriones	Meriones crassus	58.06	2	4.21	24528	69.9	91.72
Rodentia	Muridae	Meriones	Meriones hurrianae	54.85	3.5	3.94	304.1666665	71.1	107.583
Rodentia	Muridae	Meriones	Meriones sacramenti	75.485	2	5.99	2044	48.3	92.47
Rodentia	Muridae	Meriones	Meriones shawi	83.66	3.82	5.85	1700.291667	90.6	129.27
Rodentia	Muridae	Meriones	Meriones tristrami	97.242	3.82	5.8	1700.291667	112	122.578
Rodentia	Muridae	Meriones	Meriones unguiculatus	49.49	3	5	8760	57.7	91
Rodentia	Muridae	Meriones	Meriones zarudnyi	75.485	2	4	2044	48.3	92.47
Rodentia	Muridae	Mesembriomys	Mesembriomys gouldii	50.63	4	2	17082	716	95.035
Rodentia	Muridae	Mesocricetus	Mesocricetus auratus	44.32	4	8.79	43800	98.6	73.6
Rodentia	Muridae	Mesocricetus	Mesocricetus brandti	38.53	3	9.01	3650	198	50
Rodentia	Muridae	Mesocricetus	Mesocricetus newtoni	48	3.75	8.69	3650	97.5	64
Rodentia	Muridae	Mesocricetus	Mesocricetus raddei	48	2	9	3650	105	64
Rodentia	Muridae	Micromys	Micromys minutus	32.53	2.5	5.4	21900	7	52
Rodentia	Muridae	Microtus	Microtus agrestis	35.83	3.5	4.65	14454	35.9	52.5
Rodentia	Muridae	Microtus	Microtus arvalis	24.42	6	4.92	13140	26.9	49
Rodentia	Muridae	Microtus	Microtus californicus	20.04	5	4.29	760.4166665	57.4	44.99
Rodentia	Muridae	Microtus	Microtus guentheri	62.9	6.5	6.14	17082	50	94.21
Rodentia	Muridae	Microtus	Microtus irani	33.24	5	5.235	365	48	52.882
Rodentia	Muridae	Microtus	Microtus limnophilus	36.735	3.44	5.76	790.8333335	33.1	58.295
Rodentia	Muridae	Microtus	Microtus miurus	37	4.67	3.9	781.7083335	41	62
Rodentia	Muridae	Microtus	Microtus mongolicus	47	5.5	5.1	1752	25.4	59
Rodentia	Muridae	Microtus	Microtus montebelli	44.86	3.5	4.29	790.8333335	29.5	66.785
Rodentia	Muridae	Microtus	Microtus ochrogaster	32.05	4.07	3.78	1943.625	42.5	58.44
Rodentia	Muridae	Microtus	Microtus oeconomus	38.86	3.5	5.76	7884	33.1	42
Rodentia	Muridae	Microtus	Microtus oregoni	27.59	4.8	3.33	5475	20.4	58.06
Rodentia	Muridae	Microtus	Microtus pennsylvanicus	26.86	2.7	5.17	4015	42.5	45
Rodentia	Muridae	Microtus	Microtus pinetorum	64.44	2.5	2.43	12264	26	97.315
Rodentia	Muridae	Microtus	Microtus socialis	33.24	5	5.51	365	48	52.5
Rodentia	Muridae	Microtus	Microtus subterraneus	87.44	5.5	2.43	1034.166667	17.8	120.481
Rodentia	Muridae	Mus	Mus caroli	47.678	4.57	5.805	2190	14.3	72.955
Rodentia	Muridae	Mus	Mus indutus	68.5	4	4.76	1569.5	6.15	80.392
Rodentia	Muridae	Mus	Mus macedonicus	47.678	4.57	6.07	2190	20.5	72.955
Rodentia	Muridae	Mus	Mus mahomet	72.199	2	8.595	1061.541667	10	95.737
Rodentia	Muridae	Mus	Mus minutoides	51.83	4	4.09	13578	6.44	62
Rodentia	Muridae	Mus	Mus musculoides	68.5	4	3.39	1569.5	8.24	80.551
Rodentia	Muridae	Mus	Mus musculus	56.69	4.5	5.49	26280	19.3	139.5
Rodentia	Muridae	Mus	Mus neavei	68.5	4	4.18	1569.5	7.585	80.392
Rodentia	Muridae	Mus	Mus spicilegus	87.54	4.5	6.7	2190	19.9	84.31
Rodentia	Muridae	Mus	Mus spretus	35	4.57	5.15	2190	16.7	61.6
Rodentia	Muridae	Mus	Mus triton	44.27	3	5.13	30.41666655	12.6	71.231
Rodentia	Muridae	Mus	Mus vulcani	90.794	3.635	3.665	1426.541667	60.315	112.574
Rodentia	Myoxidae	Muscardinus	Muscardinus avellanarius	301.57	1.5	4.14	26280	29.2	370.095
Rodentia	Myocastoridae	Myocastor	Myocastor coypus	146.54	2.58	5.34	52560	6360	319.37
Rodentia	Muridae	Myopus	Myopus schisticolor	32.25	2	5.25	4380	30	60.83
Rodentia	Muridae	Mystromys	Mystromys albicaudatus	105	3.55	2.94	26280	86.8	146
Rodentia	Dipodidae	Napaeozapus	Napaeozapus insignis	364.99	1.25	4.47	17520	22.2	446.775
Rodentia	Muridae	Neotoma	Neotoma albigula	91.26	2	2.09	33726	208	127.14
Rodentia	Muridae	Neotoma	Neotoma angustapalata	60.346	2	2.345	243.3333335	198	93.539
Rodentia	Muridae	Neotoma	Neotoma bryanti	85.295	3	2.92	3832.5	182	127.59
Rodentia	Muridae	Neotoma	Neotoma chrysomelas	60.346	2	0.97	243.3333335	203	93.539
Rodentia	Muridae	Neotoma	Neotoma cinerea	484.77	1.5	3.5	2126.125	286	468.635
Rodentia	Muridae	Neotoma	Neotoma devia	80.67	3	2.81	3832.5	200	118.58
Rodentia	Muridae	Neotoma	Neotoma floridana	152.08	2.5	3.11	13140	254	209.3
Rodentia	Muridae	Neotoma	Neotoma fuscipes	182.616	1.75	2.69	304.1666665	224	214.743
Rodentia	Muridae	Neotoma	Neotoma goldmani	97.57	2	1.29	3467.5	198	130.359
Rodentia	Muridae	Neotoma	Neotoma lepida	80.97	3.5	2.7	3832.5	144	127.585
Rodentia	Muridae	Neotoma	Neotoma mexicana	51.89	2	2.5	243.3333335	203	93.539
Rodentia	Muridae	Neotoma	Neotoma micropus	147.63	2	2.46	9855	255	207.2
Rodentia	Muridae	Neotoma	Neotoma nelsoni	97.57	2	2.14	3467.5	198	130.359
Rodentia	Muridae	Neotoma	Neotoma palatina	97.57	2	2.14	3467.5	198	130.359
Rodentia	Muridae	Neotoma	Neotoma stephensi	281.35	1.9	1.07	3832.5	149	161.126
Rodentia	Muridae	Notomys	Notomys alexis	67.33	3.73	3.99	22776	32.3	110.535
Rodentia	Muridae	Notomys	Notomys fuscus	70.83	3.3	3.07	1061.541667	39.3	116.612
Rodentia	Muridae	Notomys	Notomys mitchellii	68.48	3.53	3.6	1934.5	42.8	115.395
Rodentia	Octodontidae	Octodon	Octodon degus	163.04	2	5.3	31098	203	272.295
Rodentia	Muridae	Ondatra	Ondatra zibethicus	172.38	2.43	6.51	43800	992	365
Rodentia	Muridae	Onychomys	Onychomys arenicola	79.729	2.55	3.665	2044	30	112.458
Rodentia	Muridae	Onychomys	Onychomys leucogaster	91.14	3.8	3.89	21900	27.9	156.33
Rodentia	Muridae	Onychomys	Onychomys torridus	48.51	2.5	3.5	20148	21.7	121.66
Rodentia	Muridae	Oryzomys	Oryzomys couesi	52.048	5.5	3.89	866.875	69.3	76.592
Rodentia	Muridae	Oryzomys	Oryzomys palustris	45.52	5.5	4.33	10402.5	53.2	74.66
Rodentia	Muridae	Otomys	Otomys anchietae	97.884	4	1.715	669.1666665	114.45	137.927
Rodentia	Muridae	Otomys	Otomys angoniensis	64.96	4	2.82	669.1666665	101	122.221
Rodentia	Muridae	Otomys	Otomys irroratus	95.96	3.75	1.59	669.1666665	115	137.927
Rodentia	Muridae	Otomys	Otomys laminatus	97.884	4	1.715	669.1666665	150	137.927
Rodentia	Muridae	Otomys	Otomys tropicalis	94.562	4	1.3	669.1666665	114.45	134.605
Rodentia	Sciuridae	Paraxerus	Paraxerus cepapi	202.85	3	2	3491.833333	223	269.543
Rodentia	Sciuridae	Paraxerus	Paraxerus poensis	91.25	2.395	1.5	2640.166667	100	126
Rodentia	Muridae	Parotomys	Parotomys brantsii	35.11	3	2.04	182.5	130	119.337
Rodentia	Pedetidae	Pedetes	Pedetes capensis	293.09	3.6	1	63510	2550	417.34
Rodentia	Heteromyidae	Perognathus	Perognathus flavescens	83.699	2	4.37	1825	9.21	109.57
Rodentia	Heteromyidae	Perognathus	Perognathus inornatus	150.861	2	3.99	3041.666667	10.2	173.601
Rodentia	Heteromyidae	Perognathus	Perognathus longimembris	166.21	1	4.45	36354	8.08	147.78
Rodentia	Heteromyidae	Perognathus	Perognathus parvus	297.44	2	4.86	17520	21.4	365.12
Rodentia	Muridae	Peromyscus	Peromyscus attwateri	49.306	3.7	3.53	6570	27.9	76.806
Rodentia	Muridae	Peromyscus	Peromyscus aztecus	52.988	4	3.69	547.5	34	77.946
Rodentia	Muridae	Peromyscus	Peromyscus boylii	49.64	4	3.14	6570	23.9	79.97
Rodentia	Muridae	Peromyscus	Peromyscus bullatus	42.46	3.4	3.49	1971	40	72.592
Rodentia	Muridae	Peromyscus	Peromyscus californicus	44.25	4.37	1.98	2007.5	42.7	81.475
Rodentia	Muridae	Peromyscus	Peromyscus caniceps	128.744	3.5	2.6	2701	22	154.744
Rodentia	Muridae	Peromyscus	Peromyscus crinitus	60.22	2.05	2.95	2810.5	16.3	95.855
Rodentia	Muridae	Peromyscus	Peromyscus dickeyi	128.744	3.5	2.615	2701	28.6	154.744
Rodentia	Muridae	Peromyscus	Peromyscus difficilis	42.46	3	3.4	1971	28	72.592
Rodentia	Muridae	Peromyscus	Peromyscus eremicus	44.11	3	2.53	2701	22.7	80.745
Rodentia	Muridae	Peromyscus	Peromyscus eva	128.744	3.5	2.6	2701	22	154.744
Rodentia	Muridae	Peromyscus	Peromyscus gossypinus	48.32	4	3.7	5657.5	27.7	72.58
Rodentia	Muridae	Peromyscus	Peromyscus gratus	42.46	3.4	3.445	1971	27.4	70.765
Rodentia	Muridae	Peromyscus	Peromyscus guardia	128.744	3.5	2.6	2701	21.75	154.744
Rodentia	Muridae	Peromyscus	Peromyscus guatemalensis	56.26	7.4	1.94	2080.5	40	80.615
Rodentia	Muridae	Peromyscus	Peromyscus interparietalis	128.744	3.5	2.39	2701	21.75	154.744
Rodentia	Muridae	Peromyscus	Peromyscus leucopus	39.31	4.5	4.25	13870	18.1	106.45
Rodentia	Muridae	Peromyscus	Peromyscus levipes	52.988	3	3.185	547.5	23.9	77.946
Rodentia	Muridae	Peromyscus	Peromyscus madrensis	52.988	4	2.91	547.5	23.9	77.946
Rodentia	Muridae	Peromyscus	Peromyscus maniculatus	41.83	2.6	4.8	3041.666667	20.1	86.72
Rodentia	Muridae	Peromyscus	Peromyscus melanotis	59.958	7.5	3.69	3041.666667	39.6	85.524
Rodentia	Muridae	Peromyscus	Peromyscus merriami	128.744	3.5	3.4	2701	40	154.744
Rodentia	Muridae	Peromyscus	Peromyscus nasutus	42.46	3	3.69	1971	28	72.592
Rodentia	Muridae	Peromyscus	Peromyscus pectoralis	42.46	1	4.17	1971	39	68.46
Rodentia	Muridae	Peromyscus	Peromyscus pembertoni	128.744	3.5	2.6	2701	21.75	154.744
Rodentia	Muridae	Peromyscus	Peromyscus polionotus	26	2	3.64	2007.5	14.3	53.88
Rodentia	Muridae	Peromyscus	Peromyscus polius	52.988	4	3.185	547.5	40	77.946
Rodentia	Muridae	Peromyscus	Peromyscus pseudocrinitus	128.744	3.5	2.6	2701	21.5	154.744
Rodentia	Muridae	Peromyscus	Peromyscus sejugis	59.958	3.55	4.615	3041.666667	21.5	85.958
Rodentia	Muridae	Peromyscus	Peromyscus simulus	52.988	4	3.185	547.5	40	77.946
Rodentia	Muridae	Peromyscus	Peromyscus slevini	59.958	3.55	4.615	3041.666667	20.5	85.958
Rodentia	Muridae	Peromyscus	Peromyscus spicilegus	52.988	4	3.19	547.5	36	77.946
Rodentia	Muridae	Peromyscus	Peromyscus stephani	52.988	4	3.185	547.5	23.9	77.946
Rodentia	Muridae	Peromyscus	Peromyscus truei	40.88	3	3.45	1971	27	71.645
Rodentia	Muridae	Peromyscus	Peromyscus winkelmanni	52.988	4	3.19	547.5	40	77.946
Rodentia	Muridae	Phenacomys	Phenacomys intermedius	34.2	3	4.67	1460	25.2	49
Rodentia	Muridae	Phenacomys	Phenacomys ungava	26.72	2.65	4.8	1460	27	59.791
Rodentia	Muridae	Phodopus	Phodopus campbelli	39.81	3.5	8.47	7847.5	27.1	67.06
Rodentia	Muridae	Phodopus	Phodopus roborovskii	18.59	3.5	6.29	1752	12.02	42.8
Rodentia	Muridae	Phodopus	Phodopus sungorus	120	3	5.49	14016	30.4	139
Rodentia	Muridae	Podomys	Podomys floridanus	35	3.71	2.6	32120	30.8	63.36
Rodentia	Muridae	Praomys	Praomys delectorum	74.6	4	3.89	1898	36	98.549
Rodentia	Muridae	Praomys	Praomys jacksoni	64.65	4	3.69	1898	39	98.549
Rodentia	Muridae	Praomys	Praomys minor	74.6	4	3.5	1898	37.1	98.549
Rodentia	Muridae	Praomys	Praomys rostratus	78.436	4	3.5	1898	36.97	105.873
Rodentia	Muridae	Praomys	Praomys tullbergi	49.81	4	3.36	22776	37.1	114.83
Rodentia	Echimyidae	Proechimys	Proechimys guairae	62.78	4.4	2.7	2555	349	180.181
Rodentia	Echimyidae	Proechimys	Proechimys oconnelli	146.404	4.68	2.535	2117	285	210.765
Rodentia	Echimyidae	Proechimys	Proechimys semispinosus	95.45	4.68	2.84	11315	359	178.205
Rodentia	Muridae	Psammomys	Psammomys obesus	62.68	3.44	3.5	1168	102	296.56
Rodentia	Muridae	Psammomys	Psammomys vexillaris	100	3.44	3.5	1168	177.33	124.8
Rodentia	Muridae	Pseudomys	Pseudomys albocinereus	67.33	2.215	3.89	970.2916665	30.5	110.917
Rodentia	Muridae	Pseudomys	Pseudomys desertor	69.08	3.91	2.99	365	37.1	107.099
Rodentia	Muridae	Pseudomys	Pseudomys higginsi	239.06	2	2.62	1460	63.1	306.63
Rodentia	Muridae	Pseudomys	Pseudomys novaehollandiae	106.25	4	4.21	1456.958333	16.8	138.697
Rodentia	Muridae	Rattus	Rattus argentiventer	46.39	4.29	8	1533	165	112
Rodentia	Muridae	Rattus	Rattus colletti	60.872	4	5.995	547.5	146	82.774
Rodentia	Muridae	Rattus	Rattus exulans	50.58	3.9	3.82	1426.541667	50.6	173.55
Rodentia	Muridae	Rattus	Rattus fuscipes	50.71	3.3	4.48	14965	125	136.87
Rodentia	Muridae	Rattus	Rattus lugens	107.323	4.28	5.95	1533	200	124.906
Rodentia	Muridae	Rattus	Rattus lutreolus	52.01	2.4	4.09	10585	106	112
Rodentia	Muridae	Rattus	Rattus norvegicus	47.68	3.5	9	1825	283	91.25
Rodentia	Muridae	Rattus	Rattus rattus	100.36	3.75	5.89	18396	143	143.14
Rodentia	Muridae	Rattus	Rattus simalurensis	107.323	4.28	5.88	1533	142.68	124.906
Rodentia	Muridae	Rattus	Rattus tanezumi	107.323	4.28	5.95	1533	141	124.906
Rodentia	Muridae	Rattus	Rattus tiomanicus	107.323	4.28	3.87	1533	119	124.906
Rodentia	Sciuridae	Ratufa	Ratufa bicolor	1078.478	2	1	44165	1610	1109.75
Rodentia	Sciuridae	Ratufa	Ratufa macroura	646.36	1.5	3.74	5840	1330	450.91
Rodentia	Muridae	Reithrodontomys	Reithrodontomys humulis	44.27	3.65	3.05	9814.85	8.25	66.78
Rodentia	Muridae	Reithrodontomys	Reithrodontomys megalotis	80.79	4.5	4.18	6570	10.7	62
Rodentia	Muridae	Reithrodontomys	Reithrodontomys zacatecae	97.47	4.5	3.75	1304.875	10.72	120.785
Rodentia	Muridae	Rhabdomys	Rhabdomys pumilio	53.65	7	5.35	12702	40.7	90.62
Rodentia	Muridae	Rhombomys	Rhombomys opimus	94.26	3.25	5.49	17520	214	136.02
Rodentia	Muridae	Saccostomus	Saccostomus campestris	44.75	2.95	6.7	12264	50.3	96
Rodentia	Sciuridae	Sciurus	Sciurus aberti	334.58	1.25	3.39	2548.916667	623	400.032
Rodentia	Sciuridae	Sciurus	Sciurus carolinensis	285.15	2	2.91	105120	546	365
Rodentia	Sciuridae	Sciurus	Sciurus griseus	287.86	1	2.72	3650	704	368.644
Rodentia	Sciuridae	Sciurus	Sciurus lis	302.3	2	4.43	5402	264	338.2
Rodentia	Sciuridae	Sciurus	Sciurus niger	354.612	1.64	3	5840	803.7	397
Rodentia	Sciuridae	Sciurus	Sciurus vulgaris	313.67	2	3.99	52560	333	273.75
Rodentia	Muridae	Scotinomys	Scotinomys teguina	38.03	3.83	2.73	1335.291667	11.6	67.652
Rodentia	Dipodidae	Sicista	Sicista betulina	328.99	1	3.99	17520	8.93	408.82
Rodentia	Dipodidae	Sicista	Sicista strandi	365.466	1	5.075	1460	8.92	395.977
Rodentia	Muridae	Sigmodon	Sigmodon alleni	42.547	2	5.44	1898	174	87
Rodentia	Muridae	Sigmodon	Sigmodon arizonae	40	2	5.44	1898	198	67
Rodentia	Muridae	Sigmodon	Sigmodon hispidus	43.97	2	5.3	22776	111	65
Rodentia	Muridae	Sigmodon	Sigmodon mascotensis	40	2	5.44	1898	120	67
Rodentia	Muridae	Sigmodon	Sigmodon ochrognathus	42.95	2	2.99	1898	122	71
Rodentia	Muridae	Sigmodon	Sigmodon peruanus	40.25	2	5.44	1898	172.3	67.588
Rodentia	Sciuridae	Spermophilus	Spermophilus citellus	255.85	1.25	6.48	2445.5	396	321.26
Rodentia	Sciuridae	Spermophilus	Spermophilus erythrogenys	314	1	7.78	2445.5	228.5	341.74
Rodentia	Sciuridae	Spermophilus	Spermophilus relictus	314.101	1.275	4.89	2445.5	600	341.616
Rodentia	Sciuridae	Spermophilus	Spermophilus suslicus	365.232	1	5.49	848.625	252	388.732
Rodentia	Sciuridae	Spermophilus	Spermophilus xanthoprymnus	314.101	1.25	5	2445.5	228.5	341.616
Rodentia	Muridae	Tachyoryctes	Tachyoryctes splendens	117.27	2	1.42	1365.708333	227	187.464
Rodentia	Sciuridae	Tamias	Tamias striatus	102.13	1.53	4.22	3467.5	92.6	218
Rodentia	Sciuridae	Tamiasciurus	Tamiasciurus douglasii	121.66	2	5.24	2004.458333	225	169.847
Rodentia	Sciuridae	Tamiasciurus	Tamiasciurus hudsonicus	306.33	1.75	4.08	52560	200	393.435
Rodentia	Sciuridae	Tamiasciurus	Tamiasciurus mearnsi	131.022	2	5.425	2004.458333	229.8	169.847
Rodentia	Muridae	Tatera	Tatera indica	75.03	3.75	4.82	30660	138	109.975
Rodentia	Muridae	Taterillus	Taterillus pygargus	67.69	5	3.99	2993	60.2	105.169
Rodentia	Muridae	Thallomys	Thallomys paedulcus	77.32	4.19	3.09	15330	77.7	107
Rodentia	Geomyidae	Thomomys	Thomomys bottae	215.62	2	4.62	19710	123	91.25
Rodentia	Geomyidae	Thomomys	Thomomys bulbivorus	294.021	1	4.77	2190	360	316.76
Rodentia	Geomyidae	Thomomys	Thomomys clusius	294.021	1.065	6.49	2190	101.12	316.76
Rodentia	Geomyidae	Thomomys	Thomomys idahoensis	294.021	1.065	4.975	2190	101.12	316.76
Rodentia	Geomyidae	Thomomys	Thomomys mazama	393.5	1	3.79	1825	93	423.5
Rodentia	Geomyidae	Thomomys	Thomomys talpoides	229.14	1	4.76	16425	105	255.44
Rodentia	Geomyidae	Thomomys	Thomomys townsendii	280.787	2	6.83	2226.5	263	266.445
Rodentia	Echimyidae	Thrichomys	Thrichomys apereoides	116.56	2.5	3.2	2555	298	221.52
Rodentia	Thryonomyidae	Thryonomys	Thryonomys swinderianus	152.08	2	3.89	18834	3750	456.25
Rodentia	Muridae	Tylomys	Tylomys nudicaudus	85.91	5.53	2.67	23652	182	141.795
Rodentia	Muridae	Tylomys	Tylomys tumbalensis	102.437	5.765	2.4	1977.083333	280	135.873
Rodentia	Sciuridae	Xerus	Xerus inauris	304.68	1	2.14	56940	572	393.945
Rodentia	Dipodidae	Zapus	Zapus hudsonius	53.86	2	5.53	21900	18.4	60.83
Rodentia	Dipodidae	Zapus	Zapus trinotatus	365.241	1	5.99	2190	27.5	383.494
Rodentia	Muridae	Zygodontomys	Zygodontomys brevicauda	36.52	5.5	4.1	152.0833335	52.2	69.194
Rodentia	Muridae	Zygodontomys	Zygodontomys brunneus	43.259	5.5	4.275	152.0833335	75.6	69.194
Rodentia	Muridae	Zyzomys	Zyzomys argurus	134.33	1.42	2.76	1517.791667	40.4	182.778
Scandentia	Tupaiidae	Tupaia	Tupaia belangeri	122.013	7.5	2	43800	200	168.265
Scandentia	Tupaiidae	Tupaia	Tupaia chrysogaster	98.192	2.5	2.22	4532.083335	159	152.385
Scandentia	Tupaiidae	Tupaia	Tupaia glis	107.72	2.5	2	54385	132	203.75
Scandentia	Tupaiidae	Tupaia	Tupaia longipes	98.192	2.5	1.5	52560	168	152.385
Sirenia	Dugongidae	Dugong	Dugong dugon	3289.92	0.22	0.96	306600	295000	3843.26
Sirenia	Trichechidae	Trichechus	Trichechus inunguis	1389.5	0.5	0.92	131400	418000	1096
Sirenia	Trichechidae	Trichechus	Trichechus manatus	1644.96	0.4	1	131400	467000	1369
Tubulidentata	Orycteropodidae	Orycteropus	Orycteropus afer	657.98	1	0.96	105120	58200	1095
Xenarthra	Bradypodidae	Bradypus	Bradypus tridactylus	848.672	1	0.96	14600	4280	728.555
Xenarthra	Dasypodidae	Chaetophractus	Chaetophractus villosus	244.56	1	1.62	87600	4540	273
Xenarthra	Megalonychidae	Choloepus	Choloepus didactylus	1095	1	0.92	121764	6570	1537.055
Xenarthra	Megalonychidae	Choloepus	Choloepus hoffmanni	1277.49	0.745	0.92	140598	5510	1777.47
Xenarthra	Dasypodidae	Dasypus	Dasypus novemcinctus	443.81	1	3.84	65700	4000	365
Xenarthra	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	1069.22	1	0.92	113880	27900	1410.49
Xenarthra	Myrmecophagidae	Tamandua	Tamandua mexicana	365.116	1	1	41610	4040	524.554
Xenarthra	Myrmecophagidae	Tamandua	Tamandua tetradactyla	365.116	1	0.9	39420	4650	525
Xenarthra	Dasypodidae	Tolypeutes	Tolypeutes matacus	287.86	1	0.96	13432	1340	452.94
